Id,Text,RelevanceScore
170584,"אני לא מבינה, כל פעם – – – חתימות?",1
170619,"אדוני היושב-ראש, חברי חברי הכנסת, אני קוראת לחברי בכנסת להצביע נגד הצעת החוק המוצעת, הצעת חוק הידועה בשמה: הצעת חוק דיראני ועובייד. מדובר בחקיקה מתלהמת, חקיקה חסרת מעצורים. אם תתקבל הצעת החוק הזאת היא תהווה, כפי שאמרה בצדק חברתי חברת הכנסת נעמי חזן, כתם בספר החוקים בישראל. הצעת החוק ידועה יותר בשם הצעת חוק כליאתם של לוחמים בלתי חוקיים. איזה שם, איזו יצירתיות. צריך לומר בכנסת שהצעת החוק הזאת תפורה על-פי מידותיהם של מוסטפא דיראני והשיח' עובייד. היא תפורה בתפרים גסים, חברי חברי הכנסת, והמחטים שהיא נתפרה בהן פוצעות. הבסיס המשפטי שהיא מבקשת לספק להחזקתם של אותם אנשים, דיראני ועובייד, במדינת ישראל, הוא בסיס רעוע. אני רוצה להזכיר לכם, חברי חברי הכנסת, שכל חוק - כל חוק - צריך להיות חוק כללי, חוק אוניברסלי. חוק לא יכול לחול על בני-אדם מסוימים. מכיוון שהחוק הקיים במדינת ישראל איננו מאפשר להעניק לדיראני ולעובייד מעמד של שבויי מלחמה, כי הארגונים שהם השתייכו אליהם הם ארגוני טרור, הם בהחלט ארגוני טרור שאינם פועלים על-פי דיני המלחמה - באה הצעת החוק הזאת ומבקשת לספק בעצם בסיס משפטי להמשך החזקתם במדינת ישראל, להמשך החזקתם כקלפי מיקוח. למה רוצים להמשיך להחזיק אותם כקלפי מיקוח? רוצים להמשיך להחזיק אותם לצורך פדיון שבויים, פדיון חיילי צה""ל, השבויים והנעדרים, שמצויים בידי כוחות האויב. אני חושבת שזו מטרה נעלה, אדוני היושב-ראש. החזרת שבויים ונעדרים היא מטרה נעלה, וחובתה של מדינה לעשות הכול כדי להשיג את המטרה הזאת. אבל הדרך שבה הצעת החוק הזאת מבקשת להתמודד עם החזרתם של שבויים ונעדרים היא דרך שאינה מוסרית, והיא בוודאי לא חוקתית. אני רוצה להזכיר לכנסת, חברי חברי הכנסת, שמדינה דמוקרטית, האמצעים שהיא מפעילה לכל מטרה, כמו אמצעים להחזרתם של שבויים ונעדרים, ואמרתי כבר קודם שזו מטרה נעלה, על מדינה דמוקרטית, בניגוד לארגון טרור, מוטלים אילוצים; מוטלים אילוצים של מוסר, מוטלים אילוצים של צדק, מוטלים אילוצים של משפט. מדינה, אדוני היושב-ראש, לא יכולה לתקן עוול כשהיא גורמת עוול לאחר. חבר הכנסת לנגנטל, אין לי ספק שתרצה לדעת את ההבחנה הזאת. במה נבחנת מדינה דמוקרטית מתוקנת מארגון טרור? בכך היא נבחנת. אם אנחנו מגדירים את עצמנו כמדינה מתוקנת ולא כמדינת טרור ולא כארגון טרור, אנחנו צריכים להחליט ואנחנו צריכים לקבוע כאן היום בהצבעה, שלא תצמח למדינת ישראל שום תועלת מחקיקת החוק. לא רק שלא תצמח לה תועלת מחקיקת החוק, הצעת החוק הזאת מסכנת את כל הערכים שאנחנו מדברים בשמם, ערכים שבגדול אנחנו קוראים להם ערכים של זכויות אדם. הצעת החוק הזאת, אדוני היושב-ראש, מנוגדת קודם כול לחוק-יסוד: כבוד האדם וחירותו, מכיוון שהיא שוללת את חירותו ללא עילה מוצדקת. היא שוללת את זה, היא לא צריכה לתת עילה מוצדקת. היא פוגעת בזכויותיו, היא משתמשת באותו אדם, לצורך העניין דיראני ועובייד, כקלפי מיקוח. אני רוצה לקרוא בפני הכנסת דברים שכתב השופט ברק בשבתו בבית-המשפט העליון: ""החזקתו של אדם כבן-ערובה, ומושג זה כולל בחובו גם החזקתם של בני-אדם כקלפי מיקוח, אסורה היא על-פי המשפט הבין-לאומי. חזקה עלינו, כי תכליתו של חוק, בין היתר, היא להגשים את הוראות המשפט הבין-לאומי ולא לעמוד בסתירה להן"". לצערי, למרות הדברים הנכוחים האלה של השופט ברק אישר בית-המשפט העליון את המשך החזקתם של דיראני ועובייד במעצר מינהלי, כמובן הוא סייג את זה, כל עוד יש הוכחות ששחרורם מסכן את ביטחון המדינה. אנחנו מדברים עכשיו בשם ביטחון המדינה, אל יקל הדבר בעיניכם. אני לא מזלזלת בחשיבות ההגנה על ביטחון המדינה, אבל הצעת החוק הזאת מבקשת להרחיב את הפרצה הזאת שלא שבעתי ממנה נחת לפני דקה, את הפרצה הזאת שפתח בית-המשפט העליון לרוחב שער. מה המשמעות של החזקת בני-אדם כקלפי מיקוח, כבני-ערובה? המשמעות היא שאנחנו מחזיקים אנשים ללא עילת מעצר ראויה, ולכן ההחזקה הזאת איננה חוקתית. לכן החוק הזה, שהסבירו כאן, שיושב-ראש ועדת החוץ והביטחון הסביר כאן בכזה להט למה כנסת ישראל צריכה לתמוך בו, אני רוצה לומר לו - אני יודעת שהוא שומע אף שהוא לא יושב פה - שההצעה הזאת אינה חוקתית. כי מדינת ישראל יוצרת כאן בן-כלאיים משפטי. אין בכלל תקדים לזה. בן-כלאיים משפטי שהוא תקדימי, שהוא מסוכן. למה זה תקדימי ומסוכן? כי בעולם אנחנו לא מכירים כלל מושגים כאלה. המשפט ההומניטרי הבין-לאומי מכיר רק בשתי הבחנות - לוחמים חוקיים ומוגנים. לכן, חברי חברי הכנסת, אם יאושר החוק הזה בכנסת תהפוך מדינת ישראל למדינה הראשונה בעולם, ואמרו את זה חברתי חברת הכנסת חזן וחברי רן כהן, מדינת ישראל תהפוך למדינה היחידה בעולם שמאפשרת להחזיק בחוק בני-ערובה, מה שאסור באיסור מוחלט במשפט הבין-לאומי. לכן, ואני שוב מזכירה של דבריו של חברי רן כהן, כשמחזיקים לוחמי אויב בשבי צריך להעניק להם את המעמד של שבויי מלחמה, על כל ההגנות הנלוות אליו, אבל מה שמדינת ישראל מבקשת לעשות בהצעת החוק הזאת איננה בבחינת התנהלות של מדינה מתוקנת. מה שמדינת ישראל מבקשת לעשות בהצעת החוק הזאת זו התנהלות של ארגוני טרור, שאנחנו בשום פנים ואופן לא רוצים להידמות אליהם. הרי לא מדובר כאן, אדוני היושב-ראש, במעצר משיקולי שמירה על ביטחון המדינה. אם יחוקק החוק תחזיק מדינת ישראל במעצר בני-אדם בכלל בלי שתוטל עליה חובת ההוכחה שהם מסכנים את ביטחון המדינה, בלי להעמיד אותם למשפט, בלי לתת להם את זכותם לדין צדק. אני רוצה לספר לחברי במליאה, שכשהציג מזכיר הממשלה בישיבת ועדת החוץ והביטחון את החוק הוא ציין, שכיום נמצאים בבתי-הסוהר במדינת ישראל 13 שפוטים לבנונים שנשפטו ומרצים את תקופת מאסרם. אם יתקבל החוק הזה עכשיו, המשמעות היא שאנשים אלה שכרגע מרצים את תקופת מאסרם, כשהם יסיימו לרצות את תקופת מאסרם, באופן אוטומטי, על-פי החוק החדש הזה ניתן יהיה להאריך את מעצרם למשך שנים. כי המדינה לא צריכה להוכיח מסוכנות אינדיבידואלית כמו במקרה של אותם 13 שפוטים לבנונים. היא לא צריכה להוכיח מסוכנות. כל עוד הארגון שהם משתייכים אליו מקיים פעולות איבה כנגד מדינת ישראל, לצורך זה ""חיזבאללה"" או אש""ף, אנשים אלה יוכלו להיות במעצר שנים. לכן, מה שהחוק החדש הזה יוצר, החוק החדש, המיותר והמחפיר הזה, הוא סוג חדש של מעצר; לא מעצר מטעמים של הגנה על ביטחון המדינה. מדובר, חברי חברי הכנסת, במעצר אך ורק לצורכי מיקוח. אני מודעת, חברי חברי הכנסת, אי-אפשר להתעלם מזה, אנחנו נמצאים בימים כל כך קשים למדינת ישראל, ימים של טרור, ימים של פיגועים. אבל אני חושבת, שדווקא בעת הזאת, בעיקר כשתחושת הביטחון כל כך מתערערת, בעתות של לחץ, בעתות של משבר ומלחמה, הייתי מצפה מהמערכת המשפטית לעמוד כנגד הלחצים המופעלים נגדה. כי גם את המאבק בטרור, רבותי חברי הכנסת, צריך לנהל על-פי חוק, או אם אני יכולה להיתלות באילן גדול בפעם השנייה בדברי אלו, בדבריו של השופט ברק, שאמר ""כשהתותחים יורים - הדין לא שותק"". והגנה על זכויות אדם, חברי חברי הכנסת, נבחנת דווקא בעתות כאלה. כי ממש לא קשה לשמור על זכויות אדם בעתות של שלום, בעתות פיוס. מתי אנחנו שומרים על זכויות האדם? מתי המבחן האמיתי לערכים שמנחים אותנו? דווקא כשהאווירה קשה, חברי חברי הכנסת, דווקא כשהרוחות סוערות. דווקא אז לנו כמחוקקים אסור להיכנע ואסור להיסחף אחרי הלך הרוח. אנחנו צריכים להיות אלה שמתווים דרך. ומי שבא היום לכאן למליאה ובחסות הפיגועים ובחסות הטרור מנסה עכשיו לחוקק חוק שימשיך לאפשר להחזיק בדיראני ובעובייד במשך שנים, עושה מעשה שמדינה מתוקנת, כנסת מתוקנת, לא יכולה להרשות לעצמה. חברי חברי הכנסת, זכויות אדם אינן נדחקות מפני טרור. נהפוך הוא, חברי חברי הכנסת. מצבי חירום, ואנחנו נמצאים עכשיו במצב חירום, הם עתות המבחן שבהן נדרשת חברה נאורה להקפיד הקפדה יתירה על זכויות אדם. נכון שאנחנו הפרנו במשך שנים את זכויותיהם של דיראני ועובייד. תגידו, הם שייכים לארגון טרור, הם שייכים ל""חיזבאללה"", הכול נכון. אבל מה הרווחנו מהמשך החזקתם של דיראני ועובייד? שנים אנחנו מחזיקים בהם. מה קרה בתקופה הזאת? לא שוחררו שבויים, לא הוחזרו גופות חללים לישראל, לא נמסר כל מידע מהותי על שבויים ישראלים, ולא נמנעה, לצערי, חטיפה נוספת של חיילים. לצערי, זה לא קרה. פתאום עולים כאן לדוכן ומבקשים להיתלות במדינה דמוקרטית נאורה אחרת, מבקשים להישען על ארצות-הברית ועל הצעדים שהיא נוקטת מאז 11 בספטמבר.

אני מודה לך, חבר הכנסת מח'ול. מי שמחפש להישען על ארצות-הברית, ימצא שהוא מנסה להישען על משענת קנה רצוץ. ארצות-הברית מעולם לא היתה מודל בכל מה שקשור לציות לנורמות בין-לאומיות של זכויות האדם. תראו מה שקורה בקובה עם לוחמי ""אל-קאעדה"". אבל אפילו אותה ארצות-הברית, שאותה אנחנו מבקרים, ושהיום כבר נשמעת גם ביקורת בתוכה - אפילו אותה ארצות-הברית לא העזה לעשות את מה שכנסת ישראל, בהינף יד מנסה היום לעשות, וזה להעביר את החוק המחפיר הזה. אדוני היושב-ראש, אני רוצה לסיים בשני משפטים.

חבר הכנסת טיבי, אני מודה לך. דווקא, חבר הכנסת טיבי, בימים כאלה של חירום, אין לי ספק שתסכים אתי, שבית-המחוקקים נדרש לשיקול דעת נבון, להתחשבות במגבלות מוסריות, וודאי שלא לחקיקה מתלהמת וחסרת מעצורים. היום קל לחוקק, אבל אחר כך יהיה קשה לתקן את הנזקים. אני מוטרדת, אדוני היושב-ראש, ואני רוצה לקבוע, שאם תעבור הצעת החוק הזאת את הליך החקיקה בכנסת, היא תהיה אחת החרפות הגדולות ביותר שנכנסו לספר החוקים בישראל. לכן אני קוראת לכנסת להצביע נגד, נגד הצעת החוק המחפירה הזאת. תודה רבה.

המלים לא חריפות, החוק חריף.

אני יודעת לבחור את המלים.

אנחנו לא מוותרים, אדוני היושב-ראש.

אני לא מבינה, כל פעם - - - חתימות?",1
170802,"אדוני השר, בכל זאת לא קיבלנו אינדיקציה כמה היתרים ניתנו. אני לא מדברת על ""מראש"", על ""מראש"" הבנתי שלא ניתנו, אלא כמה היתרים ניתנו בדיעבד לחקירות - מה שנקרא לעינויים.

לא לוועדת משנה, אלא למליאת הוועדה, כי אנחנו חברות במליאת הוועדה. אנחנו רוצות לקבל את הנתונים האלה.",1
170806,"אדוני השר, בכל זאת לא קיבלנו אינדיקציה כמה היתרים ניתנו. אני לא מדברת על ""מראש"", על ""מראש"" הבנתי שלא ניתנו, אלא כמה היתרים ניתנו בדיעבד לחקירות – מה שנקרא לעינויים.

לא לוועדת משנה, אלא למליאת הוועדה, כי אנחנו חברות במליאת הוועדה. אנחנו רוצות לקבל את הנתונים האלה.",1
170943,"אדוני היושב-ראש, חברי חברי הכנסת - דרך אגב, איך זה שאין שר באולם?

אדוני היושב-ראש, האם זה תקין שלא עונים על הצעות לסדר-היום?

למה אנחנו מקבלים את זה? אדוני היושב-ראש, המדינה בוערת, יש כאן ממשלה מקיר לקיר, שרים וסגני שרים, ואף אחד לא מטריח את עצמו לבוא ולתת דין-וחשבון בפני הכנסת? זה ממש לא מקובל עלי.

אדוני היושב-ראש, אני רציתי להציע לך משהו, אם לא אכפת לך. אני חושבת שצריך להמשיך לקיים את הדיון עכשיו, אבל כדאי שאתה תודיע שאתה עומד על זה שיהיה כאן שר עכשיו.

לא, לא נפסיק את הדיון, אני מסכימה.

אדוני היושב-ראש, אני חושבת שזה מצב מחפיר. ככה אנחנו נראים, ככה הממשלה הזאת נראית, ככה המדיניות שלה נראית, וככה אנחנו משלמים מחיר דמים. בדיוק על ההתנהגות הזאת, בדיוק ככה אנחנו נראים.

אדוני היושב-ראש, מאז עלה ראש הממשלה הזה לשלטון, או, הייתי אומרת, מאז עלייתו להר-הבית, אנחנו עדים ללבנוניזציה של השטחים ולחדירה של לבנון גם לתוך תחומי מדינת ישראל. כל יום אנחנו מתעוררים למציאות חדשה, לפיגועים, אף אחד כבר לא יודע מאיפה זה בא לו, אנחנו נכנסים למחנות הפליטים, אנחנו מחסלים, אנחנו מחשפים, אנחנו מסכלים, ואחר כך יורים בנו ופוגעים בנו, ואין לזה סוף. אתה לא יודע לאיזה מציאות תתעורר, ואני שואלת: מה עושה ראש הממשלה הזה? איך הוא מביא שלום וביטחון? האם מדובר באותו ראש ממשלה שהבטיח לנו שלום וביטחון? במקום זה - איזו מנהיגות, קשיחות, איזו מנהיגות. יד קשה - אנחנו נכה בהם ואנחנו נראה להם. ואנחנו מראים להם. בהחלט, יש לנו צבא חזק, יודע לעשות הכול. אנחנו מראים להם אבל אנחנו גם רואים. ואנחנו משלמים מחיר דמים מיותר, גם אנחנו וגם הפלסטינים. הכאב הוא כאב גדול, על הפצועים וההרוגים שנהרגים סתם, סתם, משני הצדדים. אני מגנה כל פיגוע טרור. אבל אנחנו לא יכולים להרשות לעצמנו רק לעמוד כאן מעל הדוכן, לגנות פיגועי טרור, ובצדק, ולא לגנות את הממשלה הרעה הזאת, שבמקום שהיא תכריז עכשיו ומייד על הפסקת אש, תכריז על נכונות להידבר - היא מקשיחה את ידה, היא חושבת שבאמצעות חיסולים ובאמצעות כניסה למחנות פליטים ובאמצעות הכוח יביאו לרגיעה. אדוני היושב-ראש, זה לא עובד ככה. זה לא עבד בשום מקום בעולם. הכרעה צבאית ועימות צבאי לא פתרו את הבעיה. רק הידברות פוליטית, רק הידברות מדינית, רק הצעת אופק מדיני תביא לרגיעה. תודה רבה.",3
171121,אין כבוד ליושב-ראש האופוזיציה?,1
171139,"אדוני היושב-ראש, האם לא נראה לך ראוי שיהיה שר באולם כאשר מדברים על מדיניות הממשלה? חבר הכנסת טיבי, אתה מנהל עכשיו גם את הכנסת. אדוני היושב-ראש, אני נאחזת בסיפא של דבריו של יושב-ראש מרצ, יושב-ראש האופוזיציה יוסי שריד: אם ערפאת לא רלוונטי, אם ערפאת הוא מה שתיאר השר נוה, למה ממשלת ישראל נסוגה מהמנטרה המטופשת שליוותה את ראש הממשלה כל החודשים האלה, שלא מדברים תחת אש? מה קרה, מה קרה שפתאום מתחילים משא-ומתן עם אותו איש שאינו רלוונטי? הוא כל כך לא רלוונטי, שעכשיו נאלצים לדבר אתו. ולמה זה קרה, אדוני היושב-ראש? זה קרה, כי הבנתי את זה, לצערי, בדרך הקשה, בדרך של מחיר דמים כבד בשני הצדדים, כשבמדינת ישראל נהרגו 350 איש על-ידי אותו ראש ממשלה שהבטיח לנו שקט כאן, הבטיח שלום וביטחון; כשנהרגו פלסטינים וכשהקיבולת היא בלתי אפשרית, כי הציבור לא יכול להכיל את זה יותר, כאשר הציבור הולך לבתי-קפה ואין ביטחון. מה חשבנו? שניכנס למחנות הפליטים ו""ננקה"" אותם, כמו שאומרת העגה הצבאית, ונראה להם, אז נביא לשקט ולביטחון?

חבר הכנסת קליינר, אל תעזור לי על-פי השיטה שלך.

על-פי התפיסה שלך, היה צריך לכבוש מחדש את השטחים, אנחנו צריכים לשבת שם, נגלח אותם, נכתר אותם, נבתר אותם ונפציץ אותם עם ""אפאצ'י"" ועם 16-F, ואז יהיה טוב. ונהיה כל כך טוב שכל יום נהרגים כאן אנשים. אתה יודע למה נהרגים כאן אנשים כל יום?

כי חשבנו שאנחנו נוכל לעשות הכול באופן כל כך ממוקד, כל כך סטרילי. אנחנו נחסל אותם, אנחנו נפגע בהם, ולנו יהיה טוב.

אל תפריע לי, שמעתי אותך עשר דקות. אתה יודע, חבר הכנסת קליינר, האוזן סובלת הכול, שמעתי אותך עשר דקות ולא הסכמתי עם אף מלה.

אדוני היושב-ראש, אמרנו לא אחת, שהכיבוש הוא בית-החרושת הגדול ביותר לטרור. כל זמן שלא יסתיים הכיבוש, לצערי, לא יסתיים כאן הטרור. כל זמן שלא יתחילו לדבר וכל זמן שלא יציעו אופק מדיני - אין דרך אחרת להביא לרגיעה. ראש הממשלה שרון היה צריך להכריז מייד על הפסקת אש, על שביתת נשק, ואחרי סיום השלבים של טנט, להתחיל לדבר על יישום תוכנית מיצ'ל. אני רוצה לראות מה יקרה, אדוני היושב-ראש. לסיום, בכל הכבוד לשר נוה, שאיננו כאן עכשיו, אני מבקשת משרים בממשלה שלא יחלקו לנו ציונים למי מדינת ישראל יותר חשובה ולמי לא, שלא יכריזו מי רלוונטי ומי לא, שקודם כול יעסקו בהבאת רגיעה ושקט. תודה.",4
171278,אין כבוד ליושב-ראש האופוזיציה?,1
171296,"אדוני היושב-ראש, האם לא נראה לך ראוי שיהיה שר באולם כאשר מדברים על מדיניות הממשלה? חבר הכנסת טיבי, אתה מנהל עכשיו גם את הכנסת. אדוני היושב-ראש, אני נאחזת בסיפא של דבריו של יושב-ראש מרצ, יושב-ראש האופוזיציה יוסי שריד: אם ערפאת לא רלוונטי, אם ערפאת הוא מה שתיאר השר נוה, למה ממשלת ישראל נסוגה מהמנטרה המטופשת שליוותה את ראש הממשלה כל החודשים האלה, שלא מדברים תחת אש? מה קרה, מה קרה שפתאום מתחילים משא-ומתן עם אותו איש שאינו רלוונטי? הוא כל כך לא רלוונטי, שעכשיו נאלצים לדבר אתו. ולמה זה קרה, אדוני היושב-ראש? זה קרה, כי הבנתי את זה, לצערי, בדרך הקשה, בדרך של מחיר דמים כבד בשני הצדדים, כשבמדינת ישראל נהרגו 350 איש על-ידי אותו ראש ממשלה שהבטיח לנו שקט כאן, הבטיח שלום וביטחון; כשנהרגו פלסטינים וכשהקיבולת היא בלתי אפשרית, כי הציבור לא יכול להכיל את זה יותר, כאשר הציבור הולך לבתי-קפה ואין ביטחון. מה חשבנו? שניכנס למחנות הפליטים ו""ננקה"" אותם, כמו שאומרת העגה הצבאית, ונראה להם, אז נביא לשקט ולביטחון?

חבר הכנסת קליינר, אל תעזור לי על-פי השיטה שלך.

על-פי התפיסה שלך, היה צריך לכבוש מחדש את השטחים, אנחנו צריכים לשבת שם, נגלח אותם, נכתר אותם, נבתר אותם ונפציץ אותם עם ""אפאצ'י"" ועם 16-F, ואז יהיה טוב. ונהיה כל כך טוב שכל יום נהרגים כאן אנשים. אתה יודע למה נהרגים כאן אנשים כל יום?

כי חשבנו שאנחנו נוכל לעשות הכול באופן כל כך ממוקד, כל כך סטרילי. אנחנו נחסל אותם, אנחנו נפגע בהם, ולנו יהיה טוב.

אל תפריע לי, שמעתי אותך עשר דקות. אתה יודע, חבר הכנסת קליינר, האוזן סובלת הכול, שמעתי אותך עשר דקות ולא הסכמתי עם אף מלה.

אדוני היושב-ראש, אמרנו לא אחת, שהכיבוש הוא בית-החרושת הגדול ביותר לטרור. כל זמן שלא יסתיים הכיבוש, לצערי, לא יסתיים כאן הטרור. כל זמן שלא יתחילו לדבר וכל זמן שלא יציעו אופק מדיני – אין דרך אחרת להביא לרגיעה. ראש הממשלה שרון היה צריך להכריז מייד על הפסקת אש, על שביתת נשק, ואחרי סיום השלבים של טנט, להתחיל לדבר על יישום תוכנית מיצ'ל. אני רוצה לראות מה יקרה, אדוני היושב-ראש. לסיום, בכל הכבוד לשר נוה, שאיננו כאן עכשיו, אני מבקשת משרים בממשלה שלא יחלקו לנו ציונים למי מדינת ישראל יותר חשובה ולמי לא, שלא יכריזו מי רלוונטי ומי לא, שקודם כול יעסקו בהבאת רגיעה ושקט. תודה.",4
171360,"אדוני היושב-ראש, כשחשבתי שאדבר כאן מעל הדוכן ביום האשה הבין-לאומי, חשבתי שנדבר על הדברים שהם חשובים תמיד, כמו הגנה על נשים, מאבק לקידום נשים. אני מודה שעל רקע הימים הקשים האלה נזכרתי בדברים שאמר פעם עמוס עוז בריאיון. הוא אמר, שהוא היה רוצה להיות לכמה זמן אשה. הוא אמר: אני כותב כל כך הרבה על נשים, ואני רוצה לדעת מה הן באמת מרגישות. אדוני היושב-ראש, אני אומרת היום, שאני מרגישה, לאור המצב הקשה, לאור הפיגועים הקשים, שהדבר היחיד שאני רוצה לדבר עליו עכשיו הוא היכולת של הכוח הנשי לעשות מהפך, לפעול להביא לרגיעה ולהסדר. כמו שאמרתי, המצב באמת קשה. אנו עומדים כאן ושומעים ברקע דיווחים ברדיו על פיגוע, ופיגוע רודף פיגוע.

חבר הכנסת רביץ, אני בטוחה שבסוף דברי תקבל את התשובה. הטרור אינו עושה חלוקה, והוא אינו מבחין בין יהודים לערבים, בין נשים לגברים ובין צעירים למבוגרים. אני חשה, שמוכרחה לקום כאן שוב קבוצת נשים שתעשה מהפך, שתוביל לשינוי. אנו יודעים את זה וערים לזה, שכבר היו כאן במדינת ישראל פעילויות שנעשו על-ידי נשים וזכו להצלחה. אני רוצה לנצל את המעמד הזה ולהזכירן, וזה נראה לי המעמד הנכון והראוי. אני מזכירה את ""אמהות נגד שתיקה"" שהפכו אחר כך ל""הורים נגד שתיקה"" בלבנון. אני מזכירה את ""ארבע אמהות"", שעשו כאן מאבק ציבורי שבסופו של דבר הוציא את צה""ל מלבנון. אני מזכירה את ""בת שלום"", את ""רשת נשים לשלום"" ואת ""קואליציית השלום למען שלום צודק"". אני מזכירה אותן, כי היום כשאני פותחת טלוויזיה או רדיו ושומעת את הדיונים בתקשורת, השיח הוא כל כך גברי. כל היום מראיינים רק גנרלים וגנרלים בדימוס שיושבים בכל הפאנלים. אותם אנשים שהיו אמונים על המלחמות יושבים ומסבירים לנו עכשיו מהי הדרך הנכונה כדי לנצח: איך נכבוש, איך נהרוס, איך נכתר ואיך נבתר ונצליח, כי אנחנו גנרלים. אין קול אלטרנטיבי, וכמעט לא מאפשרים לשיח אלטרנטיבי, לשיח נשים, שמביע מוסר, דאגה, אמפתיה גם לצד השני, גם לנפגעים בצד השני. הקול הזה לא נשמע. אין ביטוי לקול האנטי-מיליטריסטי. אני חושבת, שזו הזדמנות היום כאן לעמוד ולהזכיר את כל אותם ארגוני נשים ואת כל אותן נשים שנאבקות ודורשות שלום צודק. כמו שאמרתי קודם, אנחנו שותפות ופעילות ומנסות לשנות את הדיון הציבורי. אנחנו הנשים, מה לעשות, עדיין משמשות כסוכן העיקרי לחינוך של ילדים ולחינוך הדור הבא, ועל כן אנחנו יכולות לשמש מתווך מוצלח ויעיל לסוציאליזציה של הערכים הרצויים. מהם אותם ערכים רצויים? אלה ערכים שבשמם אנחנו מדברים, כמו פתרון סכסוכים באופן לא אלים, סובלנות ואמפתיה לזולת. אדוני היושב-ראש, לפני שאני מסיימת אני אומרת לך: הרבה פעמים חשבתי על זה, שלו אנחנו, הנשים, היינו שותפות לכל אותם מהלכים מדיניים, לכל אותן שיחות שלום שנוהלו רק על-ידי גברים, רק על-ידי שרים ורק על-ידי גנרלים - אולי זה היה נראה אחרת. אני חושבת, שכנסת ישראל והחברה הישראלית צריכות לקחת לדוגמה או ללמוד, למשל, מהניסיון של הטורקיות והיווניות בקפריסין, שהתאחדו לפעילות משותפת כנגד מרחץ הדמים שהתחולל שם, או מהניסיון של הנשים באירלנד, פרוטסטנטיות וקתוליות, שלא יכלו לשאת עוד את המאבק הבין-עדתי והתאחדו לפעילות שזיכתה אותן אחר כך בפרס נובל לשלום. לכן, אני קוראת כאן היום מעל הדוכן לנשים יהודיות ונשים ערביות, ישראליות ופלסטיניות, להרים קול, לפעול כל אחת בחברה שלה למען הפסקת שפיכות הדמים ולמען הפסקת הטרור. אני מקווה, שהממשלות וממשלת ישראל וראש הממשלה, שכל כך הרבה שיבחו אותו כאן בשם השלום ובשם ז'בוטינסקי, ייקח על עצמו את המשימה לדאוג לכך שנשים לא תצטרכנה לדאוג לילדיהן ולבני-הזוג שלהן, כשהן שולחות את הילדים לצבא והילדים האלה חוזרים בתור חללים ונהרגים סתם. מי ששולח ילדים למלחמות מיותרות, אין לו מקום ואינו ראוי לשמש ראש ממשלה. תודה.

אני חייבת להגיד לזכותו של חבר הכנסת אחמד טיבי. כשהוא מדבר על נשים הוא מאוד רגוע. הוא אוהב נשים.",1
171406,מה יש לך להתנגד עכשיו לזה?,1
171543,אני מבקשת להוסיף אותי להצבעה.,1
