sentence,run_0,run_1,run_2
"זה 400% יותר, הלוואי בכל מקום יהיה ככה.",1.0,1.0,1.0
"מי שיוותר על שכם יוותר – – –

על עמדות כאלה קיבלתי – קיבלתם שלושה מנדטים – – –

אדוני היושב-ראש, אדוני ראש העיר ורעייתו, חברי מועצת העיר ירושלים, חברי כנסת, אתמול נערך סיור של נשיאות הכנסת בעיר-דוד בירושלים. אני רוצה קודם כול לחזק את ידי היושב-ראש ומזכיר הכנסת על היוזמה. הסתובבנו בחפירות של עיר-דוד, וכל סיור וביקור בירושלים, עבורי ועבור אנשי המחנה שעמו אני נמנה וגם עבור אחרים, כי אין פה מחנות היום, מעורר משהו בלב, רטט – מרגישים את הקרבה לקודש הקודשים כאשר הולכים ברחובות העיר העתיקה, כאשר מסיירים בעיר-דוד. לפני 42 שנה זה היה חלום. יש פה באולם – אפילו אתה, אדוני היושב-ראש – ותיקים שעבורם היה זה חלום לפסוע ברחובות העיר העתיקה. היו מגיעים לנקודות תצפית, מטפסים על סולמות, מסתכלים ומדמיינים.

בהחלט. זה היה חלום שלא האמינו שיתגשם. עבור אותם אלה, אנשי המחנה הלאומי, אנשי תנועת בית""ר, שפעם בשנה היו עושים כנס חזרה לעיר העתיקה, והיו אומרים להם – אתם חולמים, אתם קיצונים, אתם מבעירים בעירות במזרח התיכון, על עצם העלאת הרעיון שנחזור להתפלל בכותל. וזה קרה, זה קרה והיום אנחנו חוגגים את זה שהחלום הזה הפך למציאות. זהו יום חג, יום חג עבורנו. חזרנו אל בורות המים, חבר הכנסת אורון, אל בורות המים; לא אל בורות המים שלהם התכוונת – אל בורות המים, לעיר העתיקה, לכותל; חזרנו להרגיש את הקדושה ואת הקרבה לקודש הקודשים. בעינינו זה מובן מאליו, למי שגדל פה, שהכותל בידינו ולא נלחמנו עבורו, אבל המובן מאליו הזה יכול להשתנות. אני מסכים עם דבריו של חבר הכנסת כבל, שזה יכול להשתנות, אבל אנחנו נעשה את כל אשר לאל ידנו שזה לא יקרה, ואנחנו עושים את זה. אנחנו רואים היום את הציבור מאמין בזכותנו על ירושלים. כדי שזה יקרה צריך לעשות כמה דברים: ראשית, להביא כל תלמיד – יהודי, ערבי, נוצרי – ליום ירושלים. פגשתי את ראש העיר לפני חג הפסח, את שר החינוך, וזה מתקדם. לא יכול להיות שילד יהודי יגיע לירושלים רק כשהוא מתגייס ונשבע אמונים כחייל בכותל המערבי, וזה קורה במספרים מפחידים. הנושא החינוכי הוא מהותי. הדבר השני הוא לבנות, לא לפחד. אני, כחניך בתנועת בית""ר לפני כמה שנים, הפגנתי כדי שיבנו בהר-חומה שכונה יהודית. גם אז באו ואמרו: מה פתאום? אתם מדליקים בעירות, המזרח התיכון. היום אני נוסע ברחובות הר-חומה ומה אני רואה? יהודים חיים, הולכים לבתי-ספר, למעונות-יום, לבתי-כנסיות, חיים יהודיים בירושלים. תסתכלו בארכיון ותראו מה אמרו פה על הדוכן הזה כשבאנו לבנות בהר-חומה: מבעירים בעירות, המזרח התיכון יעלה באש. היום גרים בהר-חומה. לכן, אדוני ראש העיר, צריך לבנות ליהודים, לערבים, לבנות ולחזק את ירושלים. הנושא השלישי והחשוב ביותר הוא עמידה נחושה. שמענו פה אנשים מדברים על הנשיא אובמה. אני רוצה דווקא להיזכר בנשיא אחר, בנשיא קרטר. ביום שישב ראש הממשלה מנחם בגין בקמפ-דייוויד וחתם על הסכם שלום וויתר על חלקי מולדת, פנה אליו הנשיא קרטר ואמר לו: בוא נעלה את נושא ירושלים על סדר-היום. מנחם בגין לא היסס לשנייה ובצורה נחושה אמר: אתם יכולים לדון בנושא ירושלים, אבל לא אתי, אין לי מנדט לדון בירושלים, כי ירושלים שייכת לעם היהודי. גם היום, כשיש לנו נשיא חדש שבא עם רעיונות חדשים, אם הנשיא אובמה באמת מתכוון – אני לא יודע אם זה נכון – לבוא ולומר שחלוקת ירושלים היא תנאי, אנחנו אומרים פה בצורה נחושה: לא יקום ולא יהיה. היו מנהיגים בעבר שהעלו את זה ואנחנו נוריד את זה מסדר-היום. על חומותייך עיר דוד הפקדתי שומרים – אנחנו השומרים של ירושלים. בראש ובראשונה ראש העיר וחברי מועצת העיר, אנו חברי הכנסת והציבור, חבר הכנסת אורון, כי הציבור עדיין מאמין בזכותו של העם היהודי לירושלים מאוחדת. אנחנו נפעל לחזק את ירושלים, לבנות בירושלים ולהביא את תלמידי ישראל לירושלים. אדוני ראש העיר, יש לך פה כנסת שתומכת בך, הכדור אצלך. חג שמח.",4.0,4.0,4.0
נסכם שהוא בעד אקרית ואתה בעד בירעם.,2.0,2.0,2.0
"אדוני היושב-ראש, כנסת נכבדה, אורחים נכבדים, אני מקווה שכמו שאנחנו רואים את תיאטרון ""הבימה"" מחדש את פניו, גם השפה היידית תצמח ותגדל ונהיה גאים בה. בעוונותי אני לא יודע יידיש, אבל מלה אחת אני מתכוון ללמוד מחברי שנמצאים פה באולם. המלה היא: קבלני משנה. ובנושא המדיני, אדוני היושב-ראש, אני מרגיש שיש היום ציפייה מראש הממשלה וממפלגת הליכוד שנהיה קבלני משנה של מפלגות השמאל. חשוב מאוד להבין שהליכוד רץ עם מצע ברור בבחירות האחרונות. אנחנו לא קבלני משנה של מפלגות השמאל בנושא פינוי יישובים יהודיים ובנושא הקמת מדינה פלסטינית, ולכן אני חושב שלעתיד הקרוב חשוב שנבין שאנחנו עם דרך עקרונית, אידיאולוגית, ובעברית המלים האלה פשוטות – אנחנו ניישם את המדיניות של הליכוד. תודה.",3.0,3.0,3.0
"תודה רבה. חבר הכנסת דניאל בן-סימון, בבקשה. לרשותך שבע דקות.

חבר הכנסת נחמן שי, תן לו להשלים את המשפט.

תודה רבה לחבר הכנסת בן-סימון. כרגיל, בלשונך הציורית והמטאפורית עוררת רגשות עזים בספסלי האופוזיציה. אני מזמין את חבר הכנסת וקנין, נציג סיעת ש""ס. לרשותך שש דקות. בבקשה.

תודה רבה, חבר הכנסת וקנין. קודם כול, חשוב שלא תראה שלטים, כי כפי שאתה יודע, לפי התקנון, היית צריך להיות מוצא מייד עם שלטים. אני מודה לך על הדברים. חבר הכנסת יוחנן פלסנר מקדימה, בבקשה. לרשותך חמש דקות.

ראש הממשלה הודיע שהוא יוצא לשתי דקות.

אני שמח שאתה מתעקש. הדבר קרה בעבר. אנחנו בכנסת – – –

אתה רוצה לקבל תשובה או שאתה רוצה לרדת?

שמעתי את דבריך. אני מבקש מכולכם לשבת במקומות. אנחנו באמצע דיון כרגע. חברת הכנסת איציק, את מתבקשת לשבת.

חברי הכנסת איציק, אפללו ובילסקי מתבקשים לשבת במקום כרגע.

חבר הכנסת פלסנר, אם אתה מעוניין שראש הממשלה ישמע את דבריך, אנחנו יכולים לתת לך לדבר, וכשהוא יגיע, תמשיך לדבר – – –

חברי חברי הכנסת, אני מבקש מכם לשבת במקום. אם תעמדו, זה לא יעזור. ראש הממשלה ביקש לצאת לשתי דקות. הדבר קרה בעבר.

חבר הכנסת פלסנר, אם אתה לא מעוניין לדבר – – –

נוהל הדיון כרגע הוא כדלהלן: מי שלא מעוניין – – –

נוהלי הדיון הם כרגע כאלה; אני קורא לסדר את חבר הכנסת אפללו בפעם הראשונה. נא לשבת.

יש כרגע אפשרות אחת, ואני מציע לך לשמוע. אתה לא מעוניין – אתה יכול לרדת ונמשיך בדיון. האפשרות שאני מציע לך כרגע היא לדבר עד שראש הממשלה ישוב למליאה. ברגע שהוא ישוב, בעוד כמה דקות, תתחלנה חמש הדקות שלך.

בבקשה. חברי הכנסת מתבקשים לחזור למקומם. תודה.

כשהיית שרה בלי תיק היו לך שמונה עוזרים.

את עשית קמפיין פמיניסטי שלם, את אומרת לו: תהיה גבר?

יש לו שם, לא ביבי. יש תקנון לכנסת.

אסור לה לקרוא לו בשם פרטי. (חבר הכנסת דני דנון יוצא מאולם המליאה.)",1.0,1.0,1.0
"חבר הכנסת מולה, הוא שמע את השאלה.

תודה רבה לחבר הכנסת כץ. ניכר שדיברת מדם לבך. אני מזמין את השר הרצוג לבוא ולהשיב בשם הממשלה.

תודה רבה לשר הרצוג. חבר הכנסת כץ, אני מניח שלא השתכנעת ואתה לא מושך את ההצעה. אם כך, נצביע בהמשך. אנחנו עוברים לדיון לפי מפתח סיעתי. אני מזמין את סגנית יושב-ראש הכנסת, חברת הכנסת רוחמה אברהם-בלילא, נציגת קדימה. לרשותך שלוש דקות.

חברת הכנסת אברהם, אני מניח שיש לך רשימה ארוכה.

חברת הכנסת אברהם, זמנך תם.

חברת הכנסת אברהם, אני מבקש ממך להפסיק.

חברת הכנסת אברהם, הזמן שלך הסתיים. אני בטוח שאת יכולה להמשיך עוד זמן רב.

אני מודה לך מאוד. אני בטוח שהיית יכולה להמשיך עוד זמן רב עם הרשימה שהבאת אלינו.

אני בטוח. מה שיש לי לומר – אני רשום ברשימת הדוברים – אני מציע שתישארי באולם ותשמעי בקשב רב. מכיוון שהזכרת גם את חברת הכנסת פניה קירשנבאום, שהיא הדוברת הבאה, נציגת ישראל ביתנו, אני מזמין אותה לשאת את דבריה. בבקשה.

אני מבקש להקפיד על הזמנים.

אמרתי לחברת הכנסת רוחמה אברהם, אדוני חבר הכנסת חסון: אני רשום לדבר בהמשך. אני מציע שתישאר באולם ותשמע את עמדתי האישית בנושא שעל הפרק.

תודה. היא דיברה. בבקשה, חברת הכנסת קירשנבאום. לרשותך שלוש דקות.

תודה רבה לחברת הכנסת קירשנבאום. אני מקווה שהדיון ימשיך להיות סוער כמו שהוא עכשיו. אני מזמין את חבר הכנסת דניאל בן-סימון, יושב-ראש סיעת העבודה. בבקשה.

אם זה על קדימה, אולי אני אוסיף לך עוד דקה.

חברי מפלגת קדימה. חבר הכנסת בילסקי, שמענו את הדברים. חבר הכנסת יואל חסון, שמענו את הדברים. בוא ניתן לו להשיב.

תודה רבה לחבר הכנסת בן-סימון. אני מניח שלא תקבל תשובה על השאלה הזאת היום. אני מזמין את חבר הכנסת נסים זאב מש""ס. בבקשה.

תודה לחבר הכנסת נסים זאב. חבר הכנסת חיים אורון – מרצ.

תודה רבה, חבר הכנסת אורון. חבר הכנסת מנחם אליעזר מוזס מיהדות התורה, בבקשה. סליחה, חבר הכנסת אברהים צרצור, נציג רע""ם-תע""ל. חבר הכנסת מוזס, זמנך יגיע בקרוב.

תודה רבה לחבר הכנסת צרצור. חבר הכנסת חנא סוייד, נציג חד""ש, בבקשה.

תודה רבה לחבר הכנסת חנא סוייד. חבר הכנסת מנחם אליעזר מוזס, בבקשה. לרשותך שלוש דקות.

תודה רבה, חבר הכנסת מוזס. נשמח אם כל נאום שלך ייגמר באיזה דבר תורה ויוסיף לנו. אני מתכבד להזמין את חבר הכנסת אורי אורבך, נציג הבית היהודי. בבקשה.

חבר הכנסת שי, תן לו לסיים בבקשה.

תודה רבה. שמענו את ההערות של החברים. אנחנו ניתן לחבר הכנסת אורי אורבך להשלים את דבריו.

תודה רבה, חבר הכנסת אורבך. אני מזמין את חבר הכנסת סעיד נפאע, נציג סיעת בל""ד. בבקשה.

חבר הכנסת ביבי, יש פרוטוקול, והוא זמין – אפשר להוציא אותו מיידית.

אדוני היושב-ראש, חברי הכנסת, אני שמח שחברי קדימה אכן חזרו לאולם. לו היה נוחת כאן היום יצור מעולם אחר והיה רואה את האופוזיציה מדברת בלהט רב נגד ראש הממשלה, נגד הממשלה, הוא היה חושב לעצמו: האם הממשלה הזאת, שיושבת פה, מנהלת את המדינה ב-20 השנים האחרונות? אולי בעשר שנים? אולי בחמש? אולי בשנה? אולי ב-100 יום? חברים, היינו אומרים לאותו עב""מ – עצם בלתי מזוהה: היתה פה ממשלה אחרת. אני אומר פה לחברי מהאופוזיציה: כל אותן שאלות, תהיות, הערות שאתם מעלים פה היום, אני מחזיר אותן אליכם ושואל: איפה הייתם? איפה הייתם, כמעט שלוש שנים בשלטון? עם רוב גדול מאוד בכנסת, עם ממשלה בישראל, עם ראש ממשלה מקדימה? איפה הייתם בנושא האיום האירני שלא טופל ולא הועלה לסדר-היום בעולם? איפה הייתם בנושא הטרור וההברחות לרצועת-עזה? איפה הייתם בנושא הכלכלה? איפה הייתם בנושא החינוך? ואתם באים היום לכנסת ישראל, לא נותנים לממשלה אפילו להציג את הקו שלה, או להשלים 100 ימים בשלטון, ומתחילים לתקוף ולנגח.

– – שבזמן שאתם הייתם בשלטון, וראש הממשלה הנוכחי היה יושב-ראש האופוזיציה, מר בנימין נתניהו – –

– – הוא נתן גיבוי לממשלת אולמרט. כ-100 ימים לאחר השבעת הממשלה יצאתם למלחמה; החלטה קשה של כל ראש ממשלה בישראל. מספסלי האופוזיציה, יושב-ראש האופוזיציה דאז, נתניהו, נתן גיבוי מלא לממשלת אולמרט. לכל הצעדים הראשונים שעשיתם, קיבלתם גיבוי מלא. וזאת, אני חושב, הגדולה של אופוזיציה – לדעת לבחור על מה נלחמים, על מה נאבקים. ובזמן שראש הממשלה נוסע לארצות-הברית ללמוד את הנושאים, לשמוע את העמדות השונות, כבר מתחילים מפה לנגח את ראש הממשלה. אני זוכר שהיינו במערכת בחירות לפני כמה חודשים, ואחת הססמאות היתה ""פוליטיקה אחרת"". ""פוליטיקה אחרת"" של מפלגת קדימה. ובססמה הזאת, של ""פוליטיקה אחרת"", דיברתם על אחריות ציבורית. ואני שואל אתכם היום: במה במדיניות הממשלה אתם כן תומכים? כל יום אתם באים ואומרים – במה אנחנו לא תומכים. האם אתם תומכים בנושא המאבק בטרור? האם אתם תומכים בנושא הכלכלי? האם אתם תומכים בנושא המדיני? בואו תאמרו במה כן.

חלק מהיושבים פה באולם היו במפלגת קדימה בזמן ראש הממשלה אריאל שרון. ראש הממשלה אריאל שרון הוביל מהלך מדיני שנקרא התנתקות, וכדי להצדיק את המהלך המדיני הזה – –

– – הוא קיבל מכתב מהנשיא בוש, שבו, במכתב הזה – אני מקריא לכם מה כתב הנשיא בוש לראש הממשלה שרון לפני ההתנתקות – – –

מר חסון, נדמה לי שרצית לשמוע את העמדות האמיתיות שלי – –

– – ועכשיו אני אומר לך אותן.

אני רק רוצה לסיים בציטוט ממכתבו של הנשיא בוש לראש הממשלה שרון, ופה אני שואל אתכם שאלה: לא שמעתי שום דבר על הגידול הטבעי. הוא כותב: כחלק מהסדר קבע חייבים להיות לישראל גבולות בטוחים ומוכרים, שייקבעו במשא-ומתן בין הצדדים, על בסיס החלטות האו""ם 242 ו-338, לאור המציאות החדשה בשטח, לרבות קיומם של מרכזי אוכלוסייה ישראליים גדולים. האם היום מפלגת קדימה תומכת בגידול טבעי במרכזי האוכלוסין? לא שמעתי את זה מיושב-ראש המפלגה שלכם, לא שמעתי את זה מכם, ואני אומר לכם פה היום – – –

אני אומר לכם את זה פה היום: חלק מהעבודה האופוזיציונית הוא להיות אחראיים, ולתמוך בממשלה בנושאים ביטחוניים, ולתמוך בממשלה במה שאתם מסכימים. תתקפו על מה שאתם לא מסכימים. ובנושא הזה, של הגידול הטבעי, אני קורא לכם לומר שאתם תומכים בראש הממשלה, במדיניות שלו, ואל לכם לבוא כל שבוע לכנסת, להעלות את אותן הצעות שוב. זה מחליש אתכם כאופוזיציה. בסופו של דבר, אם תביאו את הנושאים האמיתיים ותחדדו את העמדות שלכם, תהיו אופוזיציה. אבל כשיש בינינו אחדות דעים בנושאים ביטחוניים, בנושאים מדיניים, אנחנו מצפים מכם לתמוך.

אני מודה לאדוני היושב-ראש.",3.0,3.0,3.0
"אדוני היושב-ראש, השר יולי אדלשטיין, חברי הכנסת, בחג השבועות האחרון יצא לי לטייל עם בני בקיבוץ יפעת, במוזיאון ההתיישבות. ושם, במקום של כבוד מוזכר חנקין גואל האדמות. אתמול, בבניין המוסדות הלאומיים, במקום של כבוד, שם התקבלו החלטות מכריעות בנושא ארץ-ישראל והעם היהודי, התקבלה החלטה מאוד עצובה של קרן קיימת לישראל. הוחלט שם להעביר את אדמות קרן קיימת לישראל למינהל מקרקעי ישראל, כחלק מההסכם שדובר עליו היום בו. אני רוצה להזכיר לחברי קרן קיימת לישראל ואנשי המוסדות הלאומיים, שקרן קיימת לישראל הוקמה בקונגרס הציוני הראשון ב-1897. צבי הרמן שפירא הגה את הרעיון להקים קרן לאומית שמטרתה לרכוש אדמות עבור יהודים. זו היתה המטרה. חמש שנים לאחר מכן התחילו לרכוש אדמות. האדמה הראשונה שקנו היתה 4,000 דונם בחיטין, ולאחר מכן 2,000 דונם בלוד, שהיום כפר הנוער בן-שמן יושב בהן, וכך, לאט לאט, פעלו לגאולת הקרקע. אבות קרן קיימת לישראל, אוסישקין ואחרים, מתהפכים בקברם היום כשהם שומעים שאותן אדמות שנרכשו בכסף שנאסף על-ידי יהודים בכל קצוות תבל – מדי שבוע הניחו את הקופסה הכחולה בכיתות הלימוד, באו הילדים ותרמו, והכסף הזה נתרם עבור קרקעות לעם היהודי. מה שקורה היום, במהלך המתגבש – ואני מתכוון לפעול לשנות את המהלך הזה לפני שיובא להצבעה במליאת הכנסת. אבל אם המהלך יהיה כמו שהוא היום, אני איאלץ להתנגד ולהצביע נגדו, אדוני היושב-ראש, מכיוון שהתוצאה של המהלך הזה הוא שאנחנו מאבדים את אדמות הלאום. קרן קיימת לישראל היא לא גוף סטטוטורי של מדינת ישראל, היא לא משרד ממשלתי – – –

נכון, אבל מדינת הלאום חייבת בכללים. מינהל מקרקעי ישראל שיוצא למכרז לא יכול להגביל ולהגיד: אני שומר על הקרקע בידי העם היהודי. קרן קיימת לישראל לא רק שהיא יכולה – היא חייבת, כי זה המנדט שלה. הם לא יוכלו להתנגד לשום מהלך שאיל הון סעודי יצליח בשרשור כזה, ושמעתי פה את השר – – –

הערת האזהרה הזאת לא תעזור לשום דבר, כי אתה יכול להקים חברה ולהעביר את המניות של החברה לשותף שנמצא בחוץ-לארץ, ויש עוד המון דרכים שבהן ניתן לדאוג לשרשור הזה. ובסופו של יום – – –

אני חולק עליך. גם היום, אם יבואו 1,000 לא-יהודים וירצו לרכוש אדמות ויהיה להם הכסף לכך, הם יהיו זכאים לכך על-פי חוק. קרן קיימת לישראל שמרה שנים רבות, ואנחנו מדברים על אלפי דונמים. היום שליש מאדמות קרן קיימת לישראל זה המחזור של מינהל מקרקעי ישראל – – –

אני מציע לך – הם מקבלים בנגב ובגליל אדמות לא מיושבות. בסופו של יום, על אדמה שנקנתה בכסף יהודי עבור העם היהודי יכול לשבת זר, והדבר הזה צריך להימנע. בהסכם המתגבש צריך לעשות כל מה שניתן ולשנות אותו – – –

בוודאי. אדוני, חבר הכנסת עזרא – – –

הייתי פה קודם ושמעתי את השר גם בוועדת הכלכלה. אבל אני בא מהכיוון של המוסדות הלאומיים, לא של ממשלת ישראל. דרך אגב, זה לא קשור לראש הממשלה נתניהו, זה היה גם בתקופת ראש הממשלה אולמרט וראש הממשלה שרון. המוסדות הלאומיים תפקידם לבוא ולומר: אנחנו מגינים על האינטרסים של העם היהודי. ופה, על הדוכן הזה, עמד לפני כמה שנים חבר הכנסת יוסי ביילין והעלה הצעה פוסט-ציונית. הוא אמר: בואו נסגור את קרן קיימת לישראל, נסגור את הסוכנות היהודית. אין צורך. נעביר את קק""ל למינהל, את הסוכנות היהודית נעביר למשרד העלייה והקליטה ושלום על ישראל. אין צורך בכך. פה המקום של המוסדות הציוניים – ולא שמעתי את קולם, של קרן קיימת לישראל בראשונה, ושל ההסתדרות הציונית העולמית, שזה גוף-על שמפקח על קרן קיימת לישראל – לבוא ולומר: אנחנו רוצים לדאוג לאינטרסים של העם היהודי. אנחנו מחויבים ליהודים בכל העולם. הקרקעות האלה נרכשו לפני קום המדינה על-ידי יהודים מכל העולם. אין לנו זכות לבוא ולסחור בהן, גם אם הסוחרים בהן הם מדינת ישראל. אין זכות כזאת, כי זה קניין של העם היהודי. לכן, אדוני השר, אני חושב שכל מי שהאינטרס הציוני-לאומי מול עיניו, טוב שיקרא קצת את כתביהם של הרצל ואוסישקין – וגם אז, עם קום המדינה, התווכחו אם צריך לסגור את קרן קיימת או לא – ולהכניס ברפורמה תיקון שיבטיח שאדמות הלאום יישארו בידי הלאום היהודי. יש לזה פתרון משפטי, כי בהסכם שמתגבש היום כתוב שעקרונות קק""ל יישמרו. עקרונות קק""ל, הווי אומר שמירה על אדמות העם היהודי. ואם תהיה עתירה לבג""ץ, וכנראה תהיה, בזמן הקרוב, וידונו שם בנושא ויחליטו שגם את אדמות קק""ל צריך לשווק לכל דכפין שייתן מחיר כזה או אחר, אזי מה יקרה? איפה יישמרו עקרונות קק""ל? לכן, בהסכם צריך לשים תיקון מהותי שיאמר שאם עקרונות קק""ל לפי האמנה לא נשמרים, הקרקעות חוזרות לידי קרן קיימת לישראל. אם לא נעשה את הדבר הזה, אנחנו בעצם היום מתחילים הליך של פוסט-ציונות שהתחיל בבג""ץ ""עדאלה"" על-ידי ארגונים פוסט-ציוניים, והם הצליחו, כי הם מצליחים היום לגרום לנו לפרק את קרן קיימת מהנכס החשוב, מהאחיזה בקרקע, וזה ייגמר בכך שנדון פה גם בחוק השבות. כי יש דברים של צביון מדינת ישראל כמדינה יהודית-דמוקרטית, וכמו שחוק השבות נותן העדפה ליהודים בהגיעם ארצה, כך גם קרן קיימת לישראל, הסוכנות היהודית וההסתדרות הציונית העולמית – יש להן על-פי חוק ועל-פי אמנות מנדט ברור. לכן אני קורא לחברי הכנסת: עדיין לא מאוחר. יש לנו זמן בוועדות השונות, ואני רוצה שגם הנושא הזה יידון, כי אנחנו צריכים לבוא ולומר לתנועה הציונית ולקרן קיימת לישראל: אם אתם לא עומדים על המשמר ולא מגינים על האינטרסים של העם היהודי, בואו תסבירו מהי זכות הקיום שלכם. קרן קיימת לישראל – נכון, היא תקבל כסף רב מחילופי הקרקעות. אין מה להשוות בין קרקע במרכז לקרקע בנגב. אבל בסופו של יום, כשאותם גואלי קרקעות הלכו ורכשו קרקעות כחוק בארץ-ישראל, ואחרי זה במדינת ישראל, הם עשו זאת במטרה אחת: שהקרקעות האלה יישארו בידיים יהודיות. לכן, אל לנו להתבייש. אנחנו צריכים לעשות את התיקון הזה. ואני אומר את זה, חבר הכנסת עזרא, כחבר קואליציה שתומך ברפורמה שהיא חשובה, אבל ברגע שהאינטרס של העם היהודי והאינטרס הציוני נפגע, צריך להקים קול זעקה, לעשות את התיקון הזה ולוודא שהקרקעות האלה יישארו גם בעוד 100 שנים בידיים יהודיות. אני מודה לך, ואני מבקש, כמובן, אדוני היושב-ראש, שאנחנו נדון בנושא הזה בהמשך, אבל לאחר שהשר ידבר – להעביר את זה לוועדת העלייה והקליטה ולראות איך אנחנו עוצרים את המחדל הזה.

אם יש הסכמה – לוועדת עלייה וקליטה. בכל הדיונים חסר לי שהעם היהודי – יש לו חלק בהחלטה הזאת.

אני מבקש להעביר לוועדת העלייה והקליטה, כי העם היהודי צריך להיות מודע לזה.",3.0,3.0,3.0
"זו החלטה של ועדת הכנסת, אתה יכול – – –

אני מציע שתמשיך, אנחנו מוודאים שמייד יצטרף אלינו שר. הנה הצטרף אלינו השר ברוורמן, עוד אני מדבר – – –

נוסיף לך את שתי הדקות וכרגע השר נמצא אתנו. בבקשה.",1.0,1.0,1.0
"אדוני היושב-ראש, כבוד שר המשפטים, חברי הכנסת, אלמנות צה""ל, יושבת-ראש הארגון נאוה שהם, אמי מורתי, ראשית, אתנצל בפניכן על העיכוב, אבל זה חלק מהפוליטיקה הישראלית. הייתם עדים בשידור חי למה שקורה פה יום-יום, שעה-שעה. מכל תפקידי בכנסת הנוכחית, אדוני היושב-ראש – גם היותי סגן יושב-ראש שלך, שהוא תפקיד חשוב מאוד, וחברות בוועדות – התפקיד החשוב ביותר שקיבלתי על עצמי הוא להיות יושב-ראש השדולה למען אלמנות ויתומי צה""ל. היום ערכנו יום עיון בכנסת, יום עיון מרתק, חשוב, קשה. שמעתי את ההדים, את הוויכוחים. לא תמיד מסכימים על הדברים, גם לא על החקיקה המתגבשת, אבל עצם הדיבור, העלאת הנושא – אני חושב שזה מבורך, ואני רוצה לברך את יושבת-ראש הארגון ואת המתנדבות שעושות יום-יום, שעה-שעה, לסייע לאלמנות בכל הארץ. הפריע לי דבר אחד ששמעתי היום – שחולקו תלושי מזון לאלמנות. עצם העובדה שבמדינת ישראל היום אלמנות צה""ל זקוקות לתלושי מזון, זה דבר שאני באופן אישי מתכוון לטפל בו כדי שלא יחזור שנית. נמצאים אתנו גם עובדי ענף הביטחון, ענף ההנצחה – אנחנו לא ניתן לזה לחזור. הדבר הזה זוכה לקונסנזוס של כל הבית. אין אופוזיציה וקואליציה בנושא אלמנות צה""ל. זאב ז'בוטינסקי היטיב לתאר את נפש האשה כנפש ארוגה מחוטי פלדה ומחוטי משי. אני רוצה לומר לכן היום, שאתן יושבות פה בגלל סיפור אישי, כל אחת מכן, בגלל גיבורים מהמלחמות השונות. הגיבורים האמיתיים הם אתן. אתן הגיבורות האמיתיות, שמתמודדות שעה-שעה, יום-יום, עם גידול ילדים, עם הבאת בן לבר-מצווה, לחתונה, לאוניברסיטה. זהו דבר חשוב ביותר. אני מתחייב בפניכן שנושא החקיקה יושלם בכנסת הנוכחית. יושב פה שר המשפטים. הנושא עלה לדיון רק ביום ראשון האחרון, והוא יעלה שוב בעוד שבועיים ואנחנו נעשה חקיקה. אנחנו עדיין לא סגורים על הפרטים. מה שאמרתם היום ביום העיון – נכניס אותו לדיון בוועדות השונות. אתן גם תוזמנו במהלך החקיקה בוועדות להכניס את השינויים, את הפרטים, אבל אנחנו בהחלט נתייחס לכך שגם אלמנה שנישאה שנית יכולה להישאר אלמנה, תמשיך להיות מוזמנת לטקסים ולא תיגרע ממשפחת השכול. אני באופן אישי נקרא על שם גיבור בשם דניאל ורדון. בני נקרא על שם גיבור – אבי, יוסף דנון. אבל הגיבורות האמיתיות הן אתן, ומפה אני רוצה להגיד לכן שאתן לא לבד. לא רק ביום הזיכרון הכנסת זוכרת אתכן. יום-יום, שעה-שעה שאתן מתמודדות הכנסת אתכן, ונמשיך לפעול ולחזק אתכן לא רק במלים אלא גם בחוקים, גם במעשים. לסיום, אני מודה ליושב-ראש הכנסת על שנתן לנו את האפשרות להעביר את היום הזה בכנסת. תודה רבה.",1.0,1.0,1.0
"אדוני היושב-ראש – – – חברי האופוזיציה לא נמצאים – – – ולא בוועדות, אבל במזנון כולם יושבים. אולי צריך להוציא החלטה שגם את המזנון – – –",1.0,1.0,1.0
